timestamp,capital
2024-03-26,9965.04
2024-03-27,9949.03
2024-03-28,9945.32
2024-03-29,9944.78
2024-03-30,9943.77
2024-03-31,9936.47
2024-04-01,9935.50
2024-04-02,9932.86
2024-04-03,9930.02
2024-04-04,9936.75
2024-04-05,9925.98
2024-04-06,9926.26
2024-04-07,9930.35
2024-04-08,9932.96
2024-04-09,9940.82
2024-04-10,9943.26
2024-04-11,9943.05
2024-04-12,9941.78
2024-04-13,9929.58
2024-04-14,9921.88
2024-04-15,9913.86
2024-04-16,9921.85
2024-04-17,9918.82
2024-04-18,9926.05
2024-04-19,9932.90
2024-04-20,9927.10
2024-04-21,9926.92
2024-04-22,9924.08
2024-04-23,9918.59
2024-04-24,9915.49
2024-04-25,9911.21
2024-04-26,9908.91
2024-04-27,9909.51
2024-04-28,9909.74
2024-04-29,9908.21
2024-04-30,9915.82
2024-05-01,9921.45
2024-05-02,9917.25
2024-05-03,9921.74
2024-05-04,9914.24
2024-05-05,9914.70
2024-05-06,9915.52
2024-05-07,9907.24
2024-05-08,9895.07
2024-05-09,9892.79
2024-05-10,9884.93
2024-05-11,9878.96
2024-05-12,9873.40
2024-05-13,9880.47
2024-05-14,9871.34
2024-05-15,9881.97
2024-05-16,9885.40
2024-05-17,9888.60
2024-05-18,9887.15
2024-05-19,9884.15
2024-05-20,9887.29
2024-05-21,9878.13
2024-05-22,9888.20
2024-05-23,9887.63
2024-05-24,9891.65
2024-05-25,9886.75
2024-05-26,9901.47
2024-05-27,9913.58
2024-05-28,9921.33
2024-05-29,9919.10
2024-05-30,9924.30
2024-05-31,9927.69
2024-06-01,9927.20
2024-06-02,9931.26
2024-06-03,9924.21
2024-06-04,9918.30
2024-06-05,9920.34
2024-06-06,9924.78
2024-06-07,9936.29
2024-06-08,9933.10
2024-06-09,9919.50
2024-06-10,9908.48
2024-06-11,9909.07
2024-06-12,9913.51
2024-06-13,9914.01
2024-06-14,9919.67
2024-06-15,9917.25
2024-06-16,9920.09
2024-06-17,9914.62
2024-06-18,9903.10
2024-06-19,9904.47
2024-06-20,9903.51
2024-06-21,9900.97
2024-06-22,9907.65
2024-06-23,9898.93
2024-06-24,9900.71
2024-06-25,9905.54
2024-06-26,9906.43
2024-06-27,9909.52
2024-06-28,9918.27
2024-06-29,9914.67
2024-06-30,9908.84
2024-07-01,9907.21
2024-07-02,9912.91
2024-07-03,9908.45
2024-07-04,9893.39
2024-07-05,9905.10
2024-07-06,9904.14
2024-07-07,9903.46
2024-07-08,9913.54
2024-07-09,9920.47
2024-07-10,9921.41
2024-07-11,9928.62
2024-07-12,9919.76
2024-07-13,9925.76
2024-07-14,9912.28
2024-07-15,9913.87
2024-07-16,9921.54
2024-07-17,9914.91
2024-07-18,9912.95
2024-07-19,9912.39
2024-07-20,9906.78
2024-07-21,9907.06
2024-07-22,9905.49
2024-07-23,9900.25
2024-07-24,9891.85
2024-07-25,9892.72
2024-07-26,9895.31
2024-07-27,9902.93
2024-07-28,9898.95
2024-07-29,9903.97
2024-07-30,9910.09
2024-07-31,9903.18
2024-08-01,9905.60
2024-08-02,9912.21
2024-08-03,9898.52
2024-08-04,9898.82
2024-08-05,9905.93
2024-08-06,9911.80
2024-08-07,9908.67
2024-08-08,9902.09
2024-08-09,9910.06
2024-08-10,9906.34
2024-08-11,9905.12
2024-08-12,9906.24
2024-08-13,9898.07
2024-08-14,9891.33
2024-08-15,9889.96
2024-08-16,9893.05
2024-08-17,9883.33
2024-08-18,9875.42
2024-08-19,9880.09
2024-08-20,9884.94
2024-08-21,9877.38
2024-08-22,9878.31
2024-08-23,9887.94
2024-08-24,9879.67
2024-08-25,9877.11
2024-08-26,9882.16
2024-08-27,9884.34
2024-08-28,9895.82
2024-08-29,9895.24
2024-08-30,9890.72
2024-08-31,9894.29
2024-09-01,9892.95
2024-09-02,9895.72
2024-09-03,9887.89
2024-09-04,9883.54
2024-09-05,9887.74
2024-09-06,9885.11
2024-09-07,9883.85
2024-09-08,9879.70
2024-09-09,9881.09
2024-09-10,9877.32
2024-09-11,9873.46
2024-09-12,9874.20
2024-09-13,9871.64
2024-09-14,9870.28
2024-09-15,9871.14
2024-09-16,9871.29
2024-09-17,9875.55
2024-09-18,9870.24
2024-09-19,9878.17
2024-09-20,9881.89
2024-09-21,9893.67
2024-09-22,9892.49
2024-09-23,9892.37
2024-09-24,9892.73
2024-09-25,9894.64
2024-09-26,9876.65
2024-09-27,9895.65
2024-09-28,9886.84
2024-09-29,9884.75
2024-09-30,9887.90
2024-10-01,9879.09
2024-10-02,9885.72
2024-10-03,9875.94
2024-10-04,9873.35
2024-10-05,9871.74
2024-10-06,9873.89
2024-10-07,9866.57
2024-10-08,9878.67
2024-10-09,9875.02
2024-10-10,9878.22
2024-10-11,9876.72
2024-10-12,9890.15
2024-10-13,9894.73
2024-10-14,9892.79
2024-10-15,9901.01
2024-10-16,9896.70
2024-10-17,9894.64
2024-10-18,9888.14
2024-10-19,9895.44
2024-10-20,9909.44
2024-10-21,9913.49
2024-10-22,9904.01
2024-10-23,9901.42
2024-10-24,9899.07
2024-10-25,9899.59
2024-10-26,9899.05
